No.,级别,词语,拼音,词性
9657,七-九级,蔚蓝,wèilán,形
9658,七-九级,慰劳,wèiláo,动
9659,七-九级,未免,wèimiǎn,副
9660,七-九级,卫视,wèishì,名
9661,七-九级,畏缩,wèisuō,动
9662,七-九级,慰问,wèiwèn,动
9663,七-九级,卫星,wèixīng,名、形
9664,七-九级,喂养,wèiyǎng,动
9665,七-九级,未知数,wèizhīshù,名
9666,七-九级,位子,wèizi,名
9667,七-九级,温差,wēnchà,名
9668,七-九级,温带,wēndài,名
9669,七-九级,温度计,wēndùjì,名
9670,七-九级,温泉,wēnquán,名
9671,七-九级,温室,wēnshì,名
9672,七-九级,温习,wēnxí,动
9673,七-九级,温馨,wēnxīn,形
9674,七-九级,瘟疫,wēnyì,名
9675,七-九级,文,wén,名
9676,七-九级,文盲,wénmáng,名
9677,七-九级,文凭,wénpíng,名
9678,七-九级,文人,wénrén,名
9679,七-九级,文雅,wényǎ,形
9680,七-九级,蚊帐,wénzhàng,名
9681,七-九级,蚊子,wénzi,名
9682,七-九级,吻,wěn,动、名
9683,七-九级,稳,wěn,形、动
9684,七-九级,稳固,wěngù,形、动
9685,七-九级,吻合,wěnhé,形
9686,七-九级,稳健,wěnjiàn,形
9687,七-九级,紊乱,wěnluàn,形
9688,七-九级,稳妥,wěntuǒ,形
9689,七-九级,稳重,wěnzhòng,形
9690,七-九级,问候,wènhòu,动
9691,七-九级,问世,wènshì,动
9692,七-九级,窝,wō,名、动、量
9693,七-九级,卧,wò,动
9694,七-九级,卧铺,wòpù,名
9695,七-九级,污秽,wūhuì,形、名
9696,七-九级,污蔑,wūmiè,动
9697,七-九级,诬陷,wūxiàn,动
9698,七-九级,屋檐,wūyán,名
9699,七-九级,呜咽,wūyè,动
9700,七-九级,乌云,wūyún,名
9701,七-九级,无比,wúbǐ,动
9702,七-九级,无边无际,wúbiān-wújì,
9703,七-九级,无不,wúbù,副
9704,七-九级,无偿,wúcháng,形
9705,七-九级,无耻,wúchǐ,形
9706,七-九级,无从,wúcóng,副
9707,七-九级,无敌,wúdí,动
9708,七-九级,无动于衷,wúdòngyúzhōng,
9709,七-九级,无非,wúfēi,副
9710,七-九级,无故,wúgù,副
9711,七-九级,无辜,wúgū,形、名
9712,七-九级,无关紧要,wúguān-jǐnyào,
9713,七-九级,无话可说,wúhuà-kěshuō,
9714,七-九级,无家可归,wújiā-kěguī,
9715,七-九级,无价之宝,wújiàzhībǎo,
9716,七-九级,无精打采,wújīng-dǎcǎi,
9717,七-九级,无济于事,wújìyúshì,
9718,七-九级,无可厚非,wúkěhòufēi,
9719,七-九级,无可奈何,wúkěnàihé,
9720,七-九级,无赖,wúlài,形、名
9721,七-九级,无力,wúlì,动
9722,七-九级,无理,wúlǐ,动
9723,七-九级,无论如何,wúlùn-rúhé,
9724,七-九级,无能,wúnéng,形
9725,七-九级,无能为力,wúnéngwéilì,
9726,七-九级,无情,wúqíng,形
9727,七-九级,无穷,wúqióng,动
9728,七-九级,无私,wúsī,形
9729,七-九级,无所事事,wúsuǒshìshì,
9730,七-九级,无所作为,wúsuǒzuòwéi,
9731,七-九级,无条件,wútiáojiàn,动
9732,七-九级,无微不至,wúwēi-búzhì,
9733,七-九级,无线,wúxiàn,形
9734,七-九级,无形,wúxíng,形、副
9735,七-九级,无须,wúxū,副
9736,七-九级,无意,wúyì,动、副
9737,七-九级,无忧无虑,wúyōu-wúlǜ,
9738,七-九级,无缘,wúyuán,动、副
9739,七-九级,无知,wúzhī,形
9740,七-九级,捂,wǔ,动
9741,七-九级,舞,wǔ,名、动
9742,七-九级,五官,wǔguān,名
9743,七-九级,五花八门,wǔhuā-bāmén,
9744,七-九级,五湖四海,wǔhú-sìhǎi,
9745,七-九级,武力,wǔlì,名
9746,七-九级,侮辱,wǔrǔ,动
9747,七-九级,武侠,wǔxiá,名
9748,七-九级,武装,wǔzhuāng,名、动
9749,七-九级,勿,wù,副
9750,七-九级,务必,wùbì,副
9751,七-九级,误差,wùchā,名
9752,七-九级,误导,wùdǎo,动
9753,七-九级,务工,wùgōng,动
9754,七-九级,物力,wùlì,名
9755,七-九级,物流,wùliú,名
9756,七-九级,物美价廉,wùměi-jiàlián,
9757,七-九级,误区,wùqū,名
9758,七-九级,物色,wùsè,动
9759,七-九级,务实,wùshí,动、形
9760,七-九级,物证,wùzhèng,名
9761,七-九级,物种,wùzhǒng,名
9762,七-九级,物资,wùzī,名
9763,七-九级,稀,xī,形
9764,七-九级,溪,xī,名
9765,七-九级,吸毒,xīdú,动
9766,七-九级,膝盖,xīgài,名
9767,七-九级,稀罕,xīhan,形、动
9768,七-九级,熄火,xīhuǒ,动
9769,七-九级,犀利,xīlì,形
9770,七-九级,奚落,xīluò,动
9771,七-九级,熄灭,xīmiè,动
9772,七-九级,吸纳,xīnà,动
9773,七-九级,稀奇,xīqí,形
9774,七-九级,昔日,xīrì,名
9775,七-九级,稀少,xīshǎo,形
9776,七-九级,牺牲,xīshēng,动
9777,七-九级,嬉笑,xīxiào,动
9778,七-九级,熙熙攘攘,xīxī-rǎngrǎng,形
9779,七-九级,息息相关,xīxī-xiāngguān,
9780,七-九级,夕阳,xīyáng,名、形
9781,七-九级,稀有,xīyǒu,形
9782,七-九级,锡纸,xīzhǐ,名
9783,七-九级,席,xí,名、量
9784,七-九级,袭击,xíjī,动
9785,七-九级,席位,xíwèi,名
9786,七-九级,喜出望外,xǐchūwàngwài,
9787,七-九级,洗涤,xǐdí,动
9788,七-九级,喜好,xǐhào,动
9789,七-九级,喜酒,xǐjiǔ,名
9790,七-九级,洗礼,xǐlǐ,名
9791,七-九级,喜怒哀乐,xǐ-nù-āi-lè,
9792,七-九级,喜庆,xǐqìng,形、名
9793,七-九级,喜糖,xǐtáng,名
9794,七-九级,喜闻乐见,xǐwén-lèjiàn,
9795,七-九级,喜洋洋,xǐyángyáng,形
9796,七-九级,喜悦,xǐyuè,形
9797,七-九级,细腻,xìnì,形
9798,七-九级,细微,xìwēi,形
9799,七-九级,虾,xiā,名
9800,七-九级,瞎,xiā,动、副
9801,七-九级,狭隘,xiá’ài,形
9802,七-九级,瑕疵,xiácī,名
9803,七-九级,峡谷,xiágǔ,名
9804,七-九级,辖区,xiáqū,名
9805,七-九级,狭小,xiáxiǎo,形
9806,七-九级,狭义,xiáyì,名
9807,七-九级,狭窄,xiázhǎi,形
9808,七-九级,下半场,xiàbànchǎng,名
9809,七-九级,下场,xiàchǎng,名
9810,七-九级,下达,xiàdá,动
9811,七-九级,下跌,xiàdiē,动
9812,七-九级,吓唬,xiàhu,动
9813,七-九级,下滑,xiàhuá,动
9814,七-九级,下级,xiàjí,名
9815,七-九级,下令,xiàlìng,动
9816,七-九级,下落,xiàluò,名、动
9817,七-九级,吓人,xiàrén,形
9818,七-九级,下手,xiàshǒu,动
9819,七-九级,下属,xiàshǔ,名
9820,七-九级,下台,xiàtái,动
9821,七-九级,下调,xiàtiáo,动
9822,七-九级,下行,xiàxíng,动
9823,七-九级,下意识,xiàyìshí,名、副
9824,七-九级,下游,xiàyóu,名
9825,七-九级,下坠,xiàzhuì,动
9826,七-九级,掀,xiān,动
9827,七-九级,先锋,xiānfēng,名
9828,七-九级,仙鹤,xiānhè,名
9829,七-九级,鲜活,xiānhuó,形
9830,七-九级,先例,xiānlì,名
9831,七-九级,鲜美,xiānměi,形
9832,七-九级,仙女,xiānnǚ,名
9833,七-九级,掀起,xiānqǐ,动
9834,七-九级,先天,xiāntiān,名
9835,七-九级,纤维,xiānwéi,名
9836,七-九级,鲜血,xiānxuè,名
9837,七-九级,弦,xián,名
9838,七-九级,闲话,xiánhuà,名、动
9839,七-九级,衔接,xiánjiē,动
9840,七-九级,嫌弃,xiánqì,动
9841,七-九级,嫌疑,xiányí,名
9842,七-九级,闲置,xiánzhì,动
9843,七-九级,显而易见,xiǎn’éryìjiàn,
9844,七-九级,显赫,xiǎnhè,形
9845,七-九级,显露,xiǎnlù,动
9846,七-九级,显示器,xiǎnshìqì,名
9847,七-九级,显微镜,xiǎnwēijìng,名
9848,七-九级,鲜为人知,xiǎnwéirénzhī,
9849,七-九级,显现,xiǎnxiàn,动
9850,七-九级,显性,xiǎnxìng,形
9851,七-九级,显眼,xiǎnyǎn,形
9852,七-九级,陷,xiàn,动
9853,七-九级,馅,xiàn,名
9854,七-九级,献,xiàn,动
9855,七-九级,现成,xiànchéng,形
9856,七-九级,限定,xiàndìng,动
9857,七-九级,宪法,xiànfǎ,名
9858,七-九级,陷害,xiànhài,动
9859,七-九级,陷阱,xiànjǐng,名
9860,七-九级,现任,xiànrèn,动、形
9861,七-九级,线条,xiàntiáo,名
9862,七-九级,现行,xiànxíng,形
9863,七-九级,镶,xiāng,动
9864,七-九级,相伴,xiāngbàn,动
9865,七-九级,相辅相成,xiāngfǔ-xiāngchéng,
9866,七-九级,相继,xiāngjì,副
9867,七-九级,相近,xiāngjìn,形
9868,七-九级,香料,xiāngliào,名
9869,七-九级,镶嵌,xiāngqiàn,动
9870,七-九级,乡亲,xiāngqīn,名
9871,七-九级,相识,xiāngshí,动、名
9872,七-九级,相提并论,xiāngtí-bìnglùn,
9873,七-九级,相通,xiāngtōng,动
9874,七-九级,乡下,xiāngxia,名
9875,七-九级,香油,xiāngyóu,名
9876,七-九级,相遇,xiāngyù,动
9877,七-九级,相约,xiāngyuē,动
9878,七-九级,祥和,xiánghé,形
9879,七-九级,详尽,xiángjìn,形
9880,七-九级,享,xiǎng,动
9881,七-九级,想方设法,xiǎngfāng-shèfǎ,
9882,七-九级,响亮,xiǎngliàng,形
9883,七-九级,响应,xiǎngyìng,动
9884,七-九级,享用,xiǎngyòng,动
9885,七-九级,享有,xiǎngyǒu,动
9886,七-九级,巷,xiàng,名
9887,七-九级,向导,xiàngdǎo,名
9888,七-九级,橡胶,xiàngjiāo,名
9889,七-九级,向来,xiànglái,副
9890,七-九级,相貌,xiàngmào,名
9891,七-九级,像样,xiàngyàng,形
9892,七-九级,消,xiāo,动
9893,七-九级,销,xiāo,动
9894,七-九级,削,xiāo,动
9895,七-九级,消沉,xiāochén,形
9896,七-九级,销毁,xiāohuǐ,动
9897,七-九级,消磨,xiāomó,动
9898,七-九级,消遣,xiāoqiǎn,动
9899,七-九级,潇洒,xiāosǎ,形
9900,七-九级,萧条,xiāotiáo,形
9901,七-九级,嚣张,xiāozhāng,形
9902,七-九级,小菜一碟,xiǎocài-yìdié,
9903,七-九级,小丑,xiǎochǒu,名
9904,七-九级,小费,xiǎofèi,名
9905,七-九级,小看,xiǎokàn,动
9906,七-九级,小康,xiǎokāng,形
9907,七-九级,小品,xiǎopǐn,名
9908,七-九级,小人,xiǎorén,名
9909,七-九级,小提琴,xiǎotíqín,名
9910,七-九级,小心翼翼,xiǎoxīn-yìyì,
9911,七-九级,效仿,xiàofǎng,动
9912,七-九级,孝敬,xiàojìng,动
9913,七-九级,效力,xiàolì,动、名
9914,七-九级,孝顺,xiàoshùn,动
9915,七-九级,肖像,xiàoxiàng,名
9916,七-九级,效益,xiàoyì,名
9917,七-九级,邪,xié,形
9918,七-九级,挟持,xiéchí,动
9919,七-九级,协定,xiédìng,名、动
9920,七-九级,邪恶,xié’è,形
9921,七-九级,协商,xiéshāng,动
9922,七-九级,携手,xiéshǒu,动
9923,七-九级,协同,xiétóng,动
9924,七-九级,协作,xiézuò,动
9925,七-九级,写照,xiězhào,动、名
9926,七-九级,泄,xiè,动
9927,七-九级,泻,xiè,动
9928,七-九级,卸,xiè,动
9929,七-九级,谢绝,xièjué,动
9930,七-九级,泄漏,xièlòu,动
9931,七-九级,泄露,xièlòu,动
9932,七-九级,泄密,xièmì,动
9933,七-九级,泄气,xièqì,动、形
9934,七-九级,卸任,xièrèn,动
9935,七-九级,卸载,xièzài,动
9936,七-九级,心安理得,xīn’ān-lǐdé,
9937,七-九级,心病,xīnbìng,名
9938,七-九级,心肠,xīncháng,名
9939,七-九级,新潮,xīncháo,名、形
9940,七-九级,新陈代谢,xīnchén-dàixiè,
9941,七-九级,薪酬,xīnchóu,名
9942,七-九级,新春,xīnchūn,名
9943,七-九级,心得,xīndé,名
9944,七-九级,心甘情愿,xīngān-qíngyuàn,
9945,七-九级,心慌,xīnhuāng,形
9946,七-九级,心急如焚,xīnjí-rúfén,
9947,七-九级,心灵手巧,xīnlíng-shǒuqiǎo,
9948,七-九级,芯片,xīnpiàn,名
9949,七-九级,新奇,xīnqí,形
9950,七-九级,辛勤,xīnqín,形
9951,七-九级,心声,xīnshēng,名
9952,七-九级,新生,xīnshēng,形、名
9953,七-九级,心事,xīnshì,名
9954,七-九级,新式,xīnshì,形
9955,七-九级,新手,xīnshǒu,名
9956,七-九级,心思,xīnsi,名
9957,七-九级,心酸,xīnsuān,形
9958,七-九级,辛酸,xīnsuān,形
9959,七-九级,欣慰,xīnwèi,形
9960,七-九级,欣喜,xīnxǐ,形
9961,七-九级,心想事成,xīnxiǎng-shìchéng,
9962,七-九级,欣欣向荣,xīnxīn-xiàngróng,
9963,七-九级,心胸,xīnxiōng,名
9964,七-九级,心血,xīnxuè,名
9965,七-九级,心眼儿,xīnyǎnr,名
9966,七-九级,心意,xīnyì,名
9967,七-九级,信贷,xìndài,名
9968,七-九级,信件,xìnjiàn,名
9969,七-九级,信仰,xìnyǎng,动、名
9970,七-九级,信誉,xìnyù,名
9971,七-九级,腥,xīng,形
9972,七-九级,兴奋剂,xīngfènjì,名
9973,七-九级,星级,xīngjí,名、形
9974,七-九级,兴建,xīngjiàn,动
9975,七-九级,兴隆,xīnglóng,形
9976,七-九级,星球,xīngqiú,名
9977,七-九级,兴盛,xīngshèng,形
9978,七-九级,兴旺,xīngwàng,形
9979,七-九级,星系,xīngxì,名
9980,七-九级,猩猩,xīngxing,名
9981,七-九级,星座,xīngzuò,名
9982,七-九级,刑法,xíngfǎ,名
9983,七-九级,刑事,xíngshì,形
9984,七-九级,行使,xíngshǐ,动
9985,七-九级,行星,xíngxīng,名
9986,七-九级,形形色色,xíngxíngsèsè,形
9987,七-九级,形影不离,xíngyǐng-bùlí,
9988,七-九级,行政,xíngzhèng,动、名
9989,七-九级,醒目,xǐngmù,形
9990,七-九级,醒悟,xǐngwù,动
9991,七-九级,幸存,xìngcún,动
9992,七-九级,性感,xìnggǎn,形
9993,七-九级,兴高采烈,xìnggāo-cǎiliè,
9994,七-九级,幸好,xìnghǎo,副
9995,七-九级,幸亏,xìngkuī,副
9996,七-九级,幸免,xìngmiǎn,动
9997,七-九级,性命,xìngmìng,名
9998,七-九级,性情,xìngqíng,名
9999,七-九级,姓氏,xìngshì,名
10000,七-九级,兴致,xìngzhì,名
10001,七-九级,凶,xiōng,形
10002,七-九级,凶残,xiōngcán,形
10003,七-九级,凶恶,xiōng’è,形
10004,七-九级,凶狠,xiōnghěn,形
10005,七-九级,胸怀,xiōnghuái,动、名
10006,七-九级,凶猛,xiōngměng,形
10007,七-九级,凶手,xiōngshǒu,名
10008,七-九级,胸膛,xiōngtáng,名
10009,七-九级,汹涌,xiōngyǒng,动
10010,七-九级,胸有成竹,xiōngyǒuchéngzhú,
10011,七-九级,雄厚,xiónghòu,形
10012,七-九级,雄伟,xióngwěi,形
10013,七-九级,雄性,xióngxìng,名
10014,七-九级,修补,xiūbǔ,动
10015,七-九级,修长,xiūcháng,形
10016,七-九级,羞耻,xiūchǐ,形
10017,七-九级,休克,xiūkè,名、动
10018,七-九级,羞愧,xiūkuì,形
10019,七-九级,休眠,xiūmián,动
10020,七-九级,休想,xiūxiǎng,动
10021,七-九级,休养,xiūyǎng,动
10022,七-九级,修养,xiūyǎng,名
10023,七-九级,修正,xiūzhèng,动
10024,七-九级,绣,xiù,动
10025,七-九级,锈,xiù,名、动
10026,七-九级,嗅,xiù,动
10027,七-九级,嗅觉,xiùjué,名
10028,七-九级,秀丽,xiùlì,形
10029,七-九级,秀美,xiùměi,形
10030,七-九级,袖手旁观,xiùshǒu-pángguān,
10031,七-九级,袖珍,xiùzhēn,形
10032,七-九级,须,xū,动
10033,七-九级,虚,xū,形、副
10034,七-九级,虚构,xūgòu,动
10035,七-九级,虚幻,xūhuàn,形
10036,七-九级,虚假,xūjiǎ,形
10037,七-九级,虚拟,xūnǐ,动、形
10038,七-九级,虚荣,xūróng,名、形
10039,七-九级,虚弱,xūruò,形
10040,七-九级,虚伪,xūwěi,形
10041,七-九级,须知,xūzhī,名、动
10042,七-九级,徐徐,xúxú,形
10043,七-九级,许,xǔ,动、副
10044,七-九级,许愿,xǔyuàn,动
10045,七-九级,序,xù,名
10046,七-九级,续,xù,动
10047,七-九级,絮叨,xùdao,形、动
10048,七-九级,续航,xùháng,动
10049,七-九级,酗酒,xùjiǔ,动
10050,七-九级,序列,xùliè,名
10051,七-九级,畜牧,xùmù,名
10052,七-九级,序幕,xùmù,名
10053,七-九级,旭日,xùrì,名
10054,七-九级,序言,xùyán,名
10055,七-九级,宣称,xuānchēng,动
10056,七-九级,宣读,xuāndú,动
10057,七-九级,宣告,xuāngào,动
10058,七-九级,喧哗,xuānhuá,形、动
10059,七-九级,喧闹,xuānnào,形、动
10060,七-九级,宣誓,xuānshì,动
10061,七-九级,宣泄,xuānxiè,动
10062,七-九级,宣言,xuānyán,名、动
10063,七-九级,宣扬,xuānyáng,动
10064,七-九级,玄,xuán,形
10065,七-九级,悬,xuán,动
10066,七-九级,悬挂,xuánguà,动
10067,七-九级,玄机,xuánjī,名
10068,七-九级,旋律,xuánlǜ,名
10069,七-九级,悬念,xuánniàn,名
10070,七-九级,悬殊,xuánshū,形
10071,七-九级,旋涡,xuánwō,名
10072,七-九级,悬崖,xuányá,名
10073,七-九级,选举,xuǎnjǔ,动
10074,七-九级,选民,xuǎnmín,名
10075,七-九级,选项,xuǎnxiàng,名
10076,七-九级,选用,xuǎnyòng,动
10077,七-九级,炫耀,xuànyào,动
10078,七-九级,削减,xuējiǎn,动
10079,七-九级,削弱,xuēruò,动
10080,七-九级,靴子,xuēzi,名
10081,七-九级,学识,xuéshí,名
10082,七-九级,学士,xuéshì,名
10083,七-九级,学说,xuéshuō,名
10084,七-九级,穴位,xuéwèi,名
10085,七-九级,学业,xuéyè,名
10086,七-九级,学子,xuézǐ,名
10087,七-九级,雪山,xuěshān,名
10088,七-九级,雪上加霜,xuěshàng-jiāshuāng,
10089,七-九级,血脉,xuèmài,名
10090,七-九级,血缘,xuèyuán,名
10091,七-九级,熏,xūn,动
10092,七-九级,熏陶,xūntáo,动
10093,七-九级,勋章,xūnzhāng,名
10094,七-九级,旬,xún,量
10095,七-九级,寻,xún,动
10096,七-九级,寻常,xúncháng,形
10097,七-九级,巡回,xúnhuí,动
10098,七-九级,巡逻,xúnluó,动
10099,七-九级,寻觅,xúnmì,动
10100,七-九级,巡视,xúnshì,动
10101,七-九级,循序渐进,xúnxù-jiànjìn,
10102,七-九级,训,xùn,动
10103,七-九级,驯,xùn,动
10104,七-九级,迅猛,xùnměng,形
10105,七-九级,逊色,xùnsè,名、形
10106,七-九级,押,yā,动
10107,七-九级,压倒,yādǎo,动
10108,七-九级,压迫,yāpò,动
10109,七-九级,鸦雀无声,yāquè-wúshēng,
10110,七-九级,丫头,yātou,名
10111,七-九级,压抑,yāyì,动
10112,七-九级,压榨,yāzhà,动
10113,七-九级,压制,yāzhì,动
10114,七-九级,压轴,yāzhòu,动、名
10115,七-九级,芽,yá,名
10116,七-九级,哑,yǎ,形
10117,七-九级,揠苗助长,yàmiáo-zhùzhǎng,
10118,七-九级,烟囱,yāncōng,名
10119,七-九级,咽喉,yānhóu,名
10120,七-九级,烟花,yānhuā,名
10121,七-九级,烟火,yānhuǒ,名
10122,七-九级,延,yán,动
10123,七-九级,沿岸,yán’àn,名
10124,七-九级,言辞,yáncí,名
10125,七-九级,延缓,yánhuǎn,动
10126,七-九级,严谨,yánjǐn,形
10127,七-九级,严峻,yánjùn,形
10128,七-九级,言论,yánlùn,名
10129,七-九级,严密,yánmì,形
10130,七-九级,岩石,yánshí,名
10131,七-九级,沿途,yántú,名、副
10132,七-九级,阎王,Yánwang,名
10133,七-九级,延误,yánwù,动
10134,七-九级,沿线,yánxiàn,名
10135,七-九级,言行,yánxíng,名
10136,七-九级,沿用,yányòng,动
10137,七-九级,演变,yǎnbiàn,动
10138,七-九级,掩耳盗铃,yǎn’ěr-dàolíng,
10139,七-九级,掩盖,yǎngài,动
10140,七-九级,眼红,yǎnhóng,形
10141,七-九级,掩护,yǎnhù,动、名
10142,七-九级,演化,yǎnhuà,动
10143,七-九级,演技,yǎnjì,名
10144,七-九级,眼界,yǎnjiè,名
10145,七-九级,演练,yǎnliàn,动
10146,七-九级,眼色,yǎnsè,名
10147,七-九级,眼神,yǎnshén,名
10148,七-九级,衍生,yǎnshēng,动
10149,七-九级,掩饰,yǎnshì,动
10150,七-九级,演示,yǎnshì,动
10151,七-九级,演说,yǎnshuō,动、名
10152,七-九级,演习,yǎnxí,动
10153,七-九级,眼下,yǎnxià,名
10154,七-九级,演绎,yǎnyì,动
10155,七-九级,咽,yàn,动
10156,七-九级,验,yàn,动
10157,七-九级,厌烦,yànfán,动
10158,七-九级,厌倦,yànjuàn,动
10159,七-九级,艳丽,yànlì,形
10160,七-九级,验收,yànshōu,动
10161,七-九级,厌恶,yànwù,动
10162,七-九级,燕子,yànzi,名
10163,七-九级,秧歌,yāngge,名
10164,七-九级,扬,yáng,动
10165,七-九级,阳历,yánglì,名
10166,七-九级,杨树,yángshù,名
10167,七-九级,阳性,yángxìng,名
10168,七-九级,洋溢,yángyì,动
10169,七-九级,养活,yǎnghuo,动
10170,七-九级,养生,yǎngshēng,动
10171,七-九级,仰望,yǎngwàng,动
10172,七-九级,养育,yǎngyù,动
10173,七-九级,养殖,yǎngzhí,动
10174,七-九级,样本,yàngběn,名
10175,七-九级,样品,yàngpǐn,名
10176,七-九级,邀,yāo,动
10177,七-九级,妖怪,yāoguài,名
10178,七-九级,窑,yáo,名
10179,七-九级,摇摆,yáobǎi,动
10180,七-九级,摇晃,yáohuàng,动
10181,七-九级,遥控,yáokòng,动
10182,七-九级,摇篮,yáolán,名
10183,七-九级,谣言,yáoyán,名
10184,七-九级,摇摇欲坠,yáoyáo-yùzhuì,
10185,七-九级,药材,yàocái,名
10186,七-九级,药方,yàofāng,名
10187,七-九级,要害,yàohài,名
10188,七-九级,要好,yàohǎo,形
10189,七-九级,要紧,yàojǐn,形
10190,七-九级,要领,yàolǐng,名
10191,七-九级,要命,yàomìng,动
10192,七-九级,要强,yàoqiáng,形
10193,七-九级,耀眼,yàoyǎn,形
10194,七-九级,椰子,yēzi,名
10195,七-九级,野餐,yěcān,动、名
10196,七-九级,野蛮,yěmán,形
10197,七-九级,野兽,yěshòu,名
10198,七-九级,野心,yěxīn,名
10199,七-九级,夜班,yèbān,名
10200,七-九级,业绩,yèjì,名
10201,七-九级,液晶,yèjīng,名
10202,七-九级,夜校,yèxiào,名
10203,七-九级,夜宵,yèxiāo,名
10204,七-九级,夜以继日,yèyǐjìrì,
10205,七-九级,依,yī,动、介
10206,七-九级,依次,yīcì,副
10207,七-九级,依法,yīfǎ,副
10208,七-九级,依附,yīfù,动
10209,七-九级,衣裳,yīshang,名
10210,七-九级,依托,yītuō,动
10211,七-九级,医务,yīwù,名
10212,七-九级,一线,yīxiàn,名
10213,七-九级,依依不舍,yīyī-bùshě,
10214,七-九级,依照,yīzhào,动、介
10215,七-九级,仪表,yíbiǎo,名
10216,七-九级,一并,yíbìng,副
10217,七-九级,疑点,yídiǎn,名
10218,七-九级,一动不动,yídòng-búdòng,
10219,七-九级,一度,yídù,数量、副
10220,七-九级,一概,yígài,副
10221,七-九级,一概而论,yígài’érlùn,
10222,七-九级,一晃,yíhuàng,动
10223,七-九级,移交,yíjiāo,动
10224,七-九级,一技之长,yíjìzhīcháng,
10225,七-九级,宜居,yíjū,形
10226,七-九级,遗留,yíliú,动
10227,七-九级,遗漏,yílòu,动
10228,七-九级,疑虑,yílǜ,动、名
10229,七-九级,一面,yímiàn,名、副
10230,七-九级,一目了然,yímù-liǎorán,
10231,七-九级,遗弃,yíqì,动
10232,七-九级,怡然自得,yírán-zìdé,
10233,七-九级,宜人,yírén,形
10234,七-九级,遗失,yíshī,动
10235,七-九级,一事无成,yíshì-wúchéng,
10236,七-九级,遗体,yítǐ,名
10237,七-九级,遗忘,yíwàng,动
10238,七-九级,一味,yíwèi,副
10239,七-九级,遗物,yíwù,名
10240,七-九级,移植,yízhí,动
10241,七-九级,遗嘱,yízhǔ,名
10242,七-九级,矣,yǐ,助
10243,七-九级,倚,yǐ,动
10244,七-九级,以身作则,yǐshēn-zuòzé,
10245,七-九级,以致,yǐzhì,连
10246,七-九级,以至于,yǐzhìyú,连
10247,七-九级,议,yì,动
10248,七-九级,亦,yì,副
10249,七-九级,译,yì,动
10250,七-九级,溢,yì,动
10251,七-九级,议程,yìchéng,名
10252,七-九级,一成不变,yìchéng-búbiàn,
10253,七-九级,一筹莫展,yìchóu-mòzhǎn,
10254,七-九级,一干二净,yìgān-èrjìng,
10255,七-九级,义工,yìgōng,名
10256,七-九级,一鼓作气,yìgǔ-zuòqì,
10257,七-九级,一经,yìjīng,副
10258,七-九级,一举,yìjǔ,名、副
10259,七-九级,一举两得,yìjǔ-liǎngdé,
10260,七-九级,一举一动,yìjǔ-yídòng,
10261,七-九级,异口同声,yìkǒu-tóngshēng,
10262,七-九级,易拉罐,yìlāguàn,名
10263,七-九级,一揽子,yìlǎnzi,形
10264,七-九级,屹立,yìlì,动
10265,七-九级,毅力,yìlì,名
10266,七-九级,一连,yìlián,副
10267,七-九级,一连串,yìliánchuàn,形
10268,七-九级,意料,yìliào,动
10269,七-九级,一毛不拔,yìmáo-bùbá,
10270,七-九级,疫苗,yìmiáo,名
10271,七-九级,一旁,yìpáng,名
10272,七-九级,一齐,yìqí,副
10273,七-九级,毅然,yìrán,副
10274,七-九级,一如既往,yìrú-jìwǎng,
10275,七-九级,一声不吭,yìshēng-bùkēng,
10276,七-九级,一手,yìshǒu,名、副
10277,七-九级,一丝不苟,yìsī-bùgǒu,
10278,七-九级,一塌糊涂,yìtāhútú,
10279,七-九级,议题,yìtí,名
10280,七-九级,一体,yìtǐ,名
10281,七-九级,一头,yìtóu,名、副
10282,七-九级,意图,yìtú,动、名
10283,七-九级,亿万,yìwàn,数
10284,七-九级,意味,yìwèi,名
10285,七-九级,一无所有,yìwúsuǒyǒu,
10286,七-九级,一无所知,yìwúsuǒzhī,
10287,七-九级,意向,yìxiàng,名
10288,七-九级,意想不到,yìxiǎng-búdào,
10289,七-九级,异想天开,yìxiǎng-tiānkāi,
10290,七-九级,一心,yìxīn,副、形
10291,七-九级,一行,yìxíng,名
10292,七-九级,异性,yìxìng,形、名
10293,七-九级,一心一意,yìxīn-yíyì,
10294,七-九级,一言不发,yìyán-bùfā,
10295,七-九级,抑扬顿挫,yìyáng-dùncuò,
10296,七-九级,一言一行,yìyán-yìxíng,
10297,七-九级,异议,yìyì,名
10298,七-九级,一应俱全,yìyīng-jùquán,
10299,七-九级,抑郁,yìyù,形
10300,七-九级,意愿,yìyuàn,名
10301,七-九级,抑郁症,yìyùzhèng,名
10302,七-九级,一早,yìzǎo,名
10303,七-九级,一针见血,yìzhēn-jiànxiě,
10304,七-九级,意志,yìzhì,名
10305,七-九级,阴暗,yīn’àn,形
10306,七-九级,因地制宜,yīndì-zhìyí,
10307,七-九级,阴历,yīnlì,名
10308,七-九级,阴谋,yīnmóu,动、名
10309,七-九级,殷勤,yīnqín,形
10310,七-九级,因人而异,yīnrén’éryì,
10311,七-九级,音响,yīnxiǎng,名
10312,七-九级,阴性,yīnxìng,名
10313,七-九级,阴影,yīnyǐng,名
10314,七-九级,银幕,yínmù,名
10315,七-九级,瘾,yǐn,名
